date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:02:07	1024924/1024924	---MCZ	200	added ('OK')	text/html	etag:W/%22fa39c-5a37e86568951%22	https://www.malinkacapital.com/mainpage	C:/My%20Web%20Sites/hi/www.malinkacapital.com/mainpage.html	(from )
21:02:08	169/169	---MCZ	200	added ('OK')	text/plain	etag:W/%2214e-5a3791baaa27b%22	https://www.malinkacapital.com/robots.txt		(from )
21:02:08	37183/37183	---M--	200	added ('OK')	image/png	etag:%225dd2bb26f74ebb0664a002a83ac2d5d7%22	https://static.tildacdn.com/tild3034-3033-4135-b036-643034346162/___.png	C:/My%20Web%20Sites/hi/static.tildacdn.com/tild3034-3033-4135-b036-643034346162/___.png	(from https://www.malinkacapital.com/mainpage)
21:02:08	1024924/1024924	---MCZ	200	added ('OK')	text/html	etag:W/%22fa39c-5a37e86568951%22	https://www.malinkacapital.com/	C:/My%20Web%20Sites/hi/www.malinkacapital.com/index.html	(from https://www.malinkacapital.com/mainpage)
21:02:08	4112/4112	---MCZ	200	added ('OK')	text/css	etag:W/%225e172400-1010%22	https://static.tildacdn.com/css/tilda-grid-3.0.min.css	C:/My%20Web%20Sites/hi/static.tildacdn.com/css/tilda-grid-3.0.min.css	(from https://www.malinkacapital.com/mainpage)
21:02:09	133111/133111	---MCZ	200	added ('OK')	text/css	date:Fri,%2017%20Apr%202020%2015:51:38%20GMT	https://tilda.ws/project2098589/tilda-blocks-2.12.css?t=1587138697	C:/My%20Web%20Sites/hi/tilda.ws/project2098589/tilda-blocks-2.12f78d.css	(from https://www.malinkacapital.com/mainpage)
21:02:09	10404/10404	---MCZ	200	added ('OK')	text/css	etag:W/%225e2ecd41-28a4%22	https://static.tildacdn.com/css/tilda-animation-1.0.min.css	C:/My%20Web%20Sites/hi/static.tildacdn.com/css/tilda-animation-1.0.min.css	(from https://www.malinkacapital.com/mainpage)
21:02:09	2072/2072	---MCZ	200	added ('OK')	text/css	etag:W/%225e172400-818%22	https://static.tildacdn.com/css/tilda-menusub-1.0.min.css	C:/My%20Web%20Sites/hi/static.tildacdn.com/css/tilda-menusub-1.0.min.css	(from https://www.malinkacapital.com/mainpage)
21:02:09	11645/11645	---MCZ	200	added ('OK')	text/css	etag:W/%225e29b7b9-2d7d%22	https://static.tildacdn.com/css/tilda-slds-1.4.min.css	C:/My%20Web%20Sites/hi/static.tildacdn.com/css/tilda-slds-1.4.min.css	(from https://www.malinkacapital.com/mainpage)
21:02:09	5457/5457	---MCZ	200	added ('OK')	text/css	etag:W/%225e4fed53-1551%22	https://static.tildacdn.com/css/tilda-zoom-2.0.min.css	C:/My%20Web%20Sites/hi/static.tildacdn.com/css/tilda-zoom-2.0.min.css	(from https://www.malinkacapital.com/mainpage)
21:02:10	2151/2151	---MCZ	200	added ('OK')	text/css	etag:W/%225e172400-867%22	https://static.tildacdn.com/css/tilda-popup-1.1.min.css	C:/My%20Web%20Sites/hi/static.tildacdn.com/css/tilda-popup-1.1.min.css	(from https://www.malinkacapital.com/mainpage)
21:02:10	93064/93064	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e172401-16b88%22	https://static.tildacdn.com/js/jquery-1.10.2.min.js	C:/My%20Web%20Sites/hi/static.tildacdn.com/js/jquery-1.10.2.min.js	(from https://www.malinkacapital.com/mainpage)
21:02:10	54779/54779	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e983779-d5fb%22	https://static.tildacdn.com/js/tilda-scripts-2.8.min.js	C:/My%20Web%20Sites/hi/static.tildacdn.com/js/tilda-scripts-2.8.min.js	(from https://www.malinkacapital.com/mainpage)
21:02:11	68362/68362	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2017%20Apr%202020%2015:51:39%20GMT	https://tilda.ws/project2098589/tilda-blocks-2.7.js?t=1587138697	C:/My%20Web%20Sites/hi/tilda.ws/project2098589/tilda-blocks-2.7f78d.js	(from https://www.malinkacapital.com/mainpage)
21:02:11	13671/13671	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e78e38e-3567%22	https://static.tildacdn.com/js/lazyload-1.3.min.js	C:/My%20Web%20Sites/hi/static.tildacdn.com/js/lazyload-1.3.min.js	(from https://www.malinkacapital.com/mainpage)
21:02:11	16963/16963	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e58ddc0-4243%22	https://static.tildacdn.com/js/tilda-animation-1.0.min.js	C:/My%20Web%20Sites/hi/static.tildacdn.com/js/tilda-animation-1.0.min.js	(from https://www.malinkacapital.com/mainpage)
21:02:11	5282/5282	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e255b0e-14a2%22	https://static.tildacdn.com/js/tilda-menusub-1.0.min.js	C:/My%20Web%20Sites/hi/static.tildacdn.com/js/tilda-menusub-1.0.min.js	(from https://www.malinkacapital.com/mainpage)
21:02:11	13993/13993	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e82ed0b-36a9%22	https://static.tildacdn.com/js/tilda-slds-1.4.min.js	C:/My%20Web%20Sites/hi/static.tildacdn.com/js/tilda-slds-1.4.min.js	(from https://www.malinkacapital.com/mainpage)
21:02:12	20765/20765	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e172401-511d%22	https://static.tildacdn.com/js/hammer.min.js	C:/My%20Web%20Sites/hi/static.tildacdn.com/js/hammer.min.js	(from https://www.malinkacapital.com/mainpage)
21:02:12	10090/10090	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e5532fb-276a%22	https://static.tildacdn.com/js/tilda-zoom-2.0.min.js	C:/My%20Web%20Sites/hi/static.tildacdn.com/js/tilda-zoom-2.0.min.js	(from https://www.malinkacapital.com/mainpage)
21:02:12	21810/21810	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e593214-5532%22	https://static.tildacdn.com/js/tilda-animation-sbs-1.0.min.js	C:/My%20Web%20Sites/hi/static.tildacdn.com/js/tilda-animation-sbs-1.0.min.js	(from https://www.malinkacapital.com/mainpage)
21:02:12	53863/53863	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e85c50b-d267%22	https://static.tildacdn.com/js/tilda-forms-1.0.min.js	C:/My%20Web%20Sites/hi/static.tildacdn.com/js/tilda-forms-1.0.min.js	(from https://www.malinkacapital.com/mainpage)
21:02:12	15140/15140	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e2eff4f-3b24%22	https://static.tildacdn.com/js/tilda-animation-ext-1.0.min.js	C:/My%20Web%20Sites/hi/static.tildacdn.com/js/tilda-animation-ext-1.0.min.js	(from https://www.malinkacapital.com/mainpage)
21:02:13	487345/487345	---MCZ	200	added ('OK')	text/html	etag:W/%2276fb1-5a367ee0088a4%22	https://www.malinkacapital.com/hedge	C:/My%20Web%20Sites/hi/www.malinkacapital.com/hedge.html	(from https://www.malinkacapital.com/mainpage)
21:02:14	651960/651960	---MCZ	200	added ('OK')	text/html	etag:W/%229f2b8-5a367efc02ab2%22	https://www.malinkacapital.com/features	C:/My%20Web%20Sites/hi/www.malinkacapital.com/features.html	(from https://www.malinkacapital.com/mainpage)
21:02:14	1039715/1039715	---MCZ	200	added ('OK')	text/html	etag:W/%22fdd63-5a36b4403726e%22	https://www.malinkacapital.com/mainpage_eng	C:/My%20Web%20Sites/hi/www.malinkacapital.com/mainpage_eng.html	(from https://www.malinkacapital.com/mainpage)
21:02:14	256393/256393	---MCZ	200	added ('OK')	text/html	etag:W/%223e989-5a36b50cd6534%22	https://www.malinkacapital.com/1	C:/My%20Web%20Sites/hi/www.malinkacapital.com/1.html	(from https://www.malinkacapital.com/mainpage)
21:02:14	39021/39021	---MCZ	200	added ('OK')	text/html	etag:W/%22986d-5a33dacd02e43%22	https://www.malinkacapital.com/2	C:/My%20Web%20Sites/hi/www.malinkacapital.com/2.html	(from https://www.malinkacapital.com/mainpage)
21:02:15	38978/38978	---MCZ	200	added ('OK')	text/html	etag:W/%229842-5a33dacdd6ce5%22	https://www.malinkacapital.com/3	C:/My%20Web%20Sites/hi/www.malinkacapital.com/3.html	(from https://www.malinkacapital.com/mainpage)
21:02:15	1500/1500	---MCZ	200	added ('OK')	text/css	etag:W/%225e172400-5dc%22	https://static.tildacdn.com/css/tilda-range-1.0.min.css	C:/My%20Web%20Sites/hi/static.tildacdn.com/css/tilda-range-1.0.min.css	(from https://www.malinkacapital.com/mainpage)
21:02:16	2023/2023	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e172402-7e7%22	https://static.tildacdn.com/js/tilda-range-1.0.min.js	C:/My%20Web%20Sites/hi/static.tildacdn.com/js/tilda-range-1.0.min.js	(from https://www.malinkacapital.com/mainpage)
21:02:16	136/136	---MC-	200	added ('OK')	image/png	date:Wed,%2026%20Feb%202020%2008:21:22%20GMT	https://static.tildacdn.com/tild6236-3739-4138-a138-333339393434/-/resize/20x/Group_180.png	C:/My%20Web%20Sites/hi/static.tildacdn.com/tild6236-3739-4138-a138-333339393434/-/resize/20x/Group_180.png	(from https://www.malinkacapital.com/mainpage)
21:02:16	104959/104959	---MCZ	200	added ('OK')	text/html	etag:W/%22199ff-5a33dacbc8318%22	https://www.malinkacapital.com/soglasie	C:/My%20Web%20Sites/hi/www.malinkacapital.com/soglasie.html	(from https://www.malinkacapital.com/mainpage)
21:02:16	113042/113042	---MCZ	200	added ('OK')	text/html	etag:W/%221b992-5a33dacb8c9f7%22	https://www.malinkacapital.com/politika_konf	C:/My%20Web%20Sites/hi/www.malinkacapital.com/politika_konf.html	(from https://www.malinkacapital.com/mainpage)
21:02:17	342146/342146	---M-Z	200	added ('OK')	application/javascript	etag:W/%2253882-njz5vN9YBimeNW89ZOBJNpY+XZc%22	https://cdn.jsdelivr.net/npm/vue/dist/vue.js	C:/My%20Web%20Sites/hi/cdn.jsdelivr.net/npm/vue/dist/vue.js	(from https://www.malinkacapital.com/mainpage)
21:02:18	372130/372130	---M-Z	200	added ('OK')	application/javascript	etag:%225e983f10-1a272%22	https://mc.yandex.ru/metrika/tag.js	C:/My%20Web%20Sites/hi/mc.yandex.ru/metrika/tag.js	(from https://www.malinkacapital.com/mainpage)
21:02:19	8458/8458	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d19d52e-210a%22	https://stat.tildacdn.com/js/tildastat-0.2.min.js	C:/My%20Web%20Sites/hi/stat.tildacdn.com/js/tildastat-0.2.min.js	(from https://www.malinkacapital.com/mainpage)
21:02:19	133111/133111	---MCZ	200	added ('OK')	text/css	date:Fri,%2017%20Apr%202020%2015:51:38%20GMT	https://tilda.ws/project2098589/tilda-blocks-2.12.css?t=1587041652	C:/My%20Web%20Sites/hi/tilda.ws/project2098589/tilda-blocks-2.127fec.css	(from https://www.malinkacapital.com/hedge)
